,department_Research & Development,department_Sales,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,gender_Male,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,maritalstatus_Married,maritalstatus_Single,education,joblevel,stockoptionlevel,environmentsatisfaction,worklifebalance,jobsatisfaction,jobinvolvement,performancerating,businesstravel,age,distancefromhome,monthlyincome,numcompaniesworked,percentsalaryhike,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,mean_time,attrition
1528,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1,1,3,3,2,3,3,0,24,1,81890,1,14,1,3,1,0,0,6,0
1529,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,2,1,4,3,3,2,3,1,52,29,29420,8,11,9,1,5,1,4,5,0
1530,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,2,1,3,3,3,1,3,1,50,8,49410,5,11,30,3,4,0,3,6,0
1531,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,4,4,1,3,4,3,3,3,1,33,3,59020,0,12,14,2,13,3,7,6,0
1532,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,5,1,2,1,3,1,2,3,1,33,23,86390,5,16,6,3,3,0,2,7,1
1533,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,4,2,0,3,2,4,4,3,1,47,6,63470,1,14,26,2,26,3,0,8,0
1534,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,3,3,2,3,4,1,36,6,42000,0,22,10,3,9,0,5,7,0
1535,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,1,0,3,3,3,2,3,1,29,10,34520,1,11,10,3,10,0,7,7,0
1536,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,4,3,2,3,3,1,58,24,43170,7,17,40,2,31,13,8,8,1
1537,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,3,4,3,3,4,3,1,35,10,26320,3,13,7,3,2,2,2,7,0
1538,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,2,1,3,2,3,2,3,1,28,19,32040,6,16,5,4,2,2,1,5,1
1539,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,1,3,3,2,3,3,1,36,2,27200,4,14,8,3,5,0,4,6,0
1540,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,0,3,3,3,2,3,1,32,3,171810,1,14,14,2,14,6,8,7,0
1541,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,3,0,1,3,3,3,3,2,40,9,22380,6,14,10,3,1,0,0,6,0
1542,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,1,2,2,3,3,3,3,1,45,10,56050,1,12,1,2,1,0,0,6,0
1543,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,0,2,2,2,3,3,1,42,20,72950,1,15,10,3,9,7,8,7,0
1544,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,1,1,2,1,3,3,2,38,4,23060,2,19,13,5,4,1,2,7,0
1545,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,3,1,3,3,4,3,3,2,34,7,23480,1,14,6,3,5,1,3,6,0
1546,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,3,4,4,4,3,1,49,7,89980,1,14,9,2,9,7,7,5,1
1547,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,3,4,0,3,2,4,4,3,1,55,16,43190,4,11,12,3,9,7,3,6,1
1548,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,2,3,1,2,3,1,43,25,61320,6,13,22,3,4,1,0,6,0
1549,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,1,3,4,3,3,3,1,35,1,108550,3,13,17,2,8,1,6,6,0
1550,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,5,4,0,3,1,4,3,3,1,34,2,23230,0,17,4,2,3,0,2,6,0
1551,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,3,3,3,3,4,2,26,22,20240,1,23,8,2,8,1,7,7,1
1552,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,1,0,4,2,4,3,3,0,27,1,27130,1,11,0,2,0,0,0,6,0
1553,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,3,3,3,1,2,3,3,3,1,51,16,94390,2,15,29,0,20,4,17,5,0
1554,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,1,1,4,2,2,3,3,1,44,24,25660,9,11,10,3,5,2,3,5,0
1555,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,3,1,2,1,4,3,1,25,17,199260,7,11,6,5,4,0,1,5,0
1556,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,3,1,1,3,1,2,3,1,33,8,24510,1,13,9,3,9,0,8,5,0
1557,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,2,1,3,2,1,2,4,1,35,6,94190,1,24,6,5,6,1,1,6,0
1558,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,2,2,4,3,4,1,32,3,30380,2,20,8,3,5,0,3,7,0
1559,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,5,5,1,2,2,4,3,3,2,30,4,30580,9,14,10,2,5,0,3,5,0
1560,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,2,3,4,3,1,3,3,1,45,1,20880,4,15,18,2,5,0,2,7,0
1561,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,1,0,3,2,3,1,3,1,32,10,30720,5,12,9,4,5,1,3,6,0
1562,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,1,3,3,4,3,3,2,52,1,50060,3,16,31,2,9,0,0,7,0
1563,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,4,3,3,3,3,1,37,24,42570,4,15,9,2,1,0,0,5,0
1564,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,2,3,4,3,3,1,28,21,25000,1,16,6,3,5,0,4,6,0
1565,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,0,4,1,4,2,3,1,22,2,11020,6,19,4,3,2,2,2,5,0
1566,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,1,2,3,4,2,3,2,42,13,22880,5,16,8,4,2,2,2,7,0
1567,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,3,2,0,1,3,1,2,4,1,36,14,39290,0,24,6,6,5,0,3,7,0
1568,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,4,3,3,2,3,1,35,9,31400,1,13,17,2,17,5,15,8,0
1569,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,0,4,3,4,3,3,0,32,21,44500,0,13,4,3,3,0,2,7,0
1570,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,4,2,3,4,1,3,3,1,25,5,27560,1,12,5,2,5,0,3,7,0
1571,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,3,2,1,3,3,1,3,3,1,49,9,190330,2,18,7,5,4,0,2,7,0
1572,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,5,2,1,1,2,4,3,4,0,24,2,187220,0,22,6,3,5,3,4,7,0
1573,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,5,1,1,2,3,2,2,3,2,32,12,95470,1,13,10,3,10,5,3,6,0
1574,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,0,2,3,2,4,3,1,38,22,137340,0,13,3,3,2,1,2,6,0
1575,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,1,0,1,3,4,2,3,1,53,9,20890,5,16,28,2,2,2,2,5,0
1576,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,1,4,3,2,4,3,1,35,1,167920,3,12,16,3,13,4,8,6,0
1577,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,0,3,3,4,1,3,2,37,13,35640,5,11,10,1,5,0,0,7,0
1578,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,1,4,3,4,4,4,1,53,1,44250,6,22,33,2,12,3,8,6,0
1579,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,1,4,2,4,3,3,2,43,1,52650,4,11,12,4,5,2,2,7,0
1580,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,2,0,1,3,2,3,3,0,37,1,62610,1,12,10,1,10,0,9,7,0
1581,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,1,3,1,3,4,0,50,17,42980,1,20,31,6,31,14,7,5,0
1582,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,3,3,1,4,3,4,2,3,1,39,1,68040,8,14,13,3,5,0,4,6,0
1583,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,3,4,4,3,1,29,5,66730,6,12,8,2,4,0,3,6,0
1584,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,2,1,3,4,3,3,1,28,24,23280,1,11,4,3,4,0,2,5,0
1585,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,2,1,4,2,3,3,1,43,7,48760,4,16,4,4,1,0,0,6,0
1586,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3,2,0,3,2,3,1,3,1,20,11,93960,1,12,2,6,2,0,2,6,1
1587,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,3,2,1,4,2,4,3,3,1,21,1,104000,1,13,1,2,1,0,0,7,1
1588,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,2,1,4,2,4,3,4,1,47,2,99810,1,21,3,3,3,1,2,8,0
1589,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,1,3,3,3,3,4,1,28,10,135910,5,20,6,2,2,2,2,7,0
1590,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,1,1,2,3,3,3,3,1,27,1,20580,1,14,1,5,1,0,0,7,0
1591,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,2,3,2,3,3,1,34,12,88650,1,11,1,0,1,1,0,7,0
1592,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,2,0,3,3,3,2,3,1,42,11,59400,7,16,10,2,5,0,3,6,0
1593,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,1,0,3,3,2,3,4,1,58,2,26220,2,23,24,3,6,0,4,7,0
1594,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,0,2,4,3,3,3,1,31,1,121850,3,14,13,2,7,5,2,5,0
1595,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,1,2,2,2,3,1,49,25,43450,4,15,29,3,26,1,7,6,0
1596,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,1,0,4,2,3,3,3,1,48,1,21770,4,18,13,4,0,0,0,6,0
1597,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,2,2,0,4,2,3,3,3,0,31,1,27930,1,16,9,4,9,0,0,6,0
1598,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4,1,2,2,3,4,2,3,1,36,2,79180,2,12,8,3,6,0,1,6,0
1599,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,3,2,3,4,3,1,3,3,1,38,6,87890,1,11,15,4,15,5,11,6,0
1600,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,1,1,3,3,2,2,3,0,32,18,23890,6,12,5,4,3,0,2,6,0
1601,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,1,1,3,3,2,2,3,1,25,1,32120,1,15,1,3,1,0,0,8,1
1602,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,2,1,1,2,2,3,3,1,40,1,192320,2,14,11,3,1,0,0,5,0
1603,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,3,3,3,1,2,3,2,26,11,22670,1,19,7,2,7,0,7,7,0
1604,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,3,3,3,1,3,1,36,9,24360,4,13,16,3,11,3,9,6,0
1605,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,3,0,1,3,1,3,3,1,20,29,27070,1,11,1,2,1,0,0,5,1
1606,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,4,0,4,1,4,3,3,1,31,1,190680,0,12,10,1,9,8,5,7,0
1607,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,4,3,2,2,3,2,40,1,39310,8,19,3,2,1,0,0,7,0
1608,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,4,1,3,4,1,3,4,1,32,24,37300,1,25,8,4,8,6,3,7,0
1609,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,4,0,2,3,4,3,3,1,33,1,44650,0,13,6,3,5,1,4,5,0
1610,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,0,1,1,3,2,3,1,37,10,30720,5,14,17,3,14,11,7,5,1
1611,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,1,3,2,2,3,3,0,45,8,33190,1,12,9,3,9,0,8,6,0
1612,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,3,3,4,3,3,2,29,29,192020,1,12,3,5,3,0,2,7,0
1613,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,3,3,3,3,3,2,3,1,35,1,136750,1,15,5,5,5,1,0,5,0
1614,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,4,1,2,4,3,4,3,3,1,52,5,29110,2,17,26,3,9,7,8,6,0
1615,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2,4,1,4,3,3,1,3,1,58,9,59570,4,14,7,2,1,0,0,7,1
1616,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,1,3,4,3,3,3,1,53,9,39200,6,16,22,3,17,15,2,5,0
1617,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,1,1,3,4,3,2,3,1,30,3,64340,5,14,10,3,8,7,7,7,0
1618,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,1,3,3,4,3,4,0,38,4,100480,1,23,6,2,5,1,3,7,0
1619,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,4,3,4,1,3,1,35,1,109380,6,14,12,2,10,0,8,6,0
1620,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,2,1,1,3,3,2,3,1,39,1,23400,0,11,9,2,8,0,7,6,0
1621,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,4,1,0,2,2,2,3,3,0,40,2,65450,4,15,22,2,1,0,0,8,1
1622,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,1,1,3,4,3,3,0,36,28,48980,4,13,12,3,7,0,7,6,0
1623,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,4,2,0,3,3,1,3,4,0,31,28,25930,0,21,4,2,3,1,2,7,1
1624,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,3,4,2,4,3,3,3,3,0,33,15,194360,1,19,10,4,10,6,0,7,0
1625,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,2,0,2,3,4,3,3,1,33,2,34790,3,12,5,3,3,0,2,6,0
1626,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,4,3,4,3,3,1,45,26,27940,3,19,8,2,5,0,2,6,0
1627,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,2,4,2,4,2,4,1,50,10,52490,9,21,32,2,5,1,3,6,0
1628,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,1,3,3,2,2,3,2,33,1,21760,1,14,6,2,6,1,2,8,0
1629,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,1,1,1,4,3,3,3,2,41,11,168720,2,15,21,2,18,0,11,7,0
1630,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,4,2,2,3,3,2,3,3,1,27,20,34850,9,17,4,2,2,2,2,6,0
1631,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,4,3,1,4,3,0,45,2,66440,1,12,9,3,9,0,8,8,0
1632,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,2,0,4,3,4,3,3,1,47,18,55820,1,16,9,3,9,0,7,7,0
1633,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,3,1,2,3,2,3,2,3,2,38,13,32100,0,17,3,5,2,0,2,7,0
1634,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,3,1,46,28,190450,6,11,13,2,8,0,7,6,0
1635,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,3,3,3,3,1,24,28,118490,1,16,5,3,4,3,2,6,0
1636,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,2,0,3,3,1,3,3,2,31,5,65020,1,12,4,3,4,0,3,5,0
1637,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,4,2,1,2,3,4,3,3,0,18,5,32300,1,12,0,3,0,0,0,5,0
1638,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,1,3,3,3,3,3,1,54,23,136030,8,13,22,2,10,0,8,6,0
1639,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,1,4,3,1,3,3,1,20,2,63970,1,17,1,3,1,0,0,7,1
1640,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4,1,0,2,3,2,3,3,2,30,8,191440,0,11,4,3,3,1,2,7,1
1641,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,4,3,4,3,4,1,26,1,175840,1,20,8,2,8,1,3,7,0
1642,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,2,1,2,2,1,3,4,1,22,8,49070,1,21,4,2,4,1,1,6,0
1643,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,4,2,2,1,3,3,3,3,1,48,2,45540,2,11,19,3,2,2,2,7,0
1644,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,1,3,3,3,3,3,1,48,3,54150,7,11,27,1,15,4,8,6,0
1645,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,2,0,4,3,3,3,3,1,41,2,47410,6,16,8,3,2,2,1,6,0
1646,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,0,4,3,4,4,3,1,39,2,21150,1,18,21,3,21,11,8,6,0
1647,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,2,1,3,4,3,3,1,27,3,31610,0,13,4,0,3,2,2,7,0
1648,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,3,5,3,2,2,4,3,3,1,35,24,57450,1,17,3,4,3,1,2,6,0
1649,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,4,1,1,4,3,3,4,3,1,42,23,23730,6,14,21,3,1,0,0,7,0
1650,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,2,1,1,3,4,4,4,1,50,27,33100,4,22,8,3,1,0,0,5,0
1651,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,2,1,1,1,2,4,3,1,37,15,44850,5,11,15,2,1,0,0,6,1
1652,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,1,3,3,2,2,3,2,55,26,27890,3,13,17,2,8,6,7,8,0
1653,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,0,2,3,3,3,3,0,41,19,58280,1,13,21,0,21,5,10,5,0
1654,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,1,0,2,3,4,4,3,1,38,24,23260,8,14,19,3,1,0,0,8,0
1655,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,2,3,1,2,3,0,26,21,135250,8,17,7,4,2,2,2,7,1
1656,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,4,4,1,1,3,4,4,3,1,52,5,14200,1,13,33,2,32,6,9,5,1
1657,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,0,4,3,3,2,3,0,50,2,36880,0,11,19,3,18,0,13,5,0
1658,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4,4,0,3,3,1,3,3,1,36,2,54820,1,18,18,3,17,15,14,7,1
1659,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,5,1,2,2,4,3,3,0,33,9,12000,0,11,3,3,2,2,2,7,0
1660,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,2,1,0,4,4,4,2,3,1,45,7,56610,3,12,26,2,9,1,1,7,0
1661,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,3,2,0,4,3,3,1,4,0,32,15,69290,9,20,10,6,8,7,7,6,0
1662,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,1,2,2,4,2,3,1,34,6,96130,0,12,16,5,15,0,9,6,0
1663,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,2,0,2,1,4,3,3,1,59,5,56740,3,12,14,6,6,0,4,7,0
1664,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,2,3,2,3,2,3,4,1,45,16,54840,1,20,6,6,6,0,4,6,0
1665,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,2,2,1,3,3,2,4,4,2,53,8,120610,2,20,30,2,15,6,12,7,0
1666,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,2,3,3,3,1,36,7,56600,7,12,9,3,1,0,0,5,1
1667,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,2,2,1,3,1,3,3,2,26,2,48210,6,14,6,2,3,1,2,7,1
1668,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,3,2,0,4,3,2,4,3,1,28,10,52100,1,15,1,1,1,0,0,7,0
1669,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,4,2,1,3,3,3,1,3,2,38,9,26950,3,14,8,4,2,2,2,7,0
1670,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,1,0,4,2,2,3,4,1,37,1,170680,3,23,8,6,4,0,1,6,0
1671,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,3,5,1,3,2,1,3,3,1,40,2,24550,1,15,8,2,7,7,5,5,0
1672,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2,2,1,3,3,2,3,2,26,3,139640,1,11,5,1,5,1,3,7,0
1673,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,2,4,3,4,2,3,1,46,2,49410,9,13,23,2,2,2,2,7,0
1674,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,3,2,0,3,3,3,3,3,1,54,5,24780,6,11,13,0,9,7,0,7,0
1675,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,2,0,1,3,3,3,3,2,56,1,52280,2,11,18,4,5,0,3,6,0
1676,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,2,1,4,2,4,3,3,1,36,4,44780,0,18,15,3,14,7,8,6,0
1677,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,2,0,3,4,1,2,3,0,55,2,75470,7,16,31,2,9,6,2,5,0
1678,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,3,0,3,3,4,2,4,1,43,25,50550,5,22,18,2,1,0,0,7,0
1679,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,3,0,4,3,4,2,4,2,20,8,34640,1,20,2,3,2,0,2,8,1
1680,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,4,1,0,3,2,1,3,3,1,21,1,57750,1,18,1,2,1,1,0,6,1
1681,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,2,0,1,4,3,3,4,1,51,23,192720,9,20,18,2,10,2,7,8,1
1682,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,4,1,2,2,1,2,3,0,28,19,52380,1,17,10,4,10,1,9,7,1
1683,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,1,1,3,1,1,3,1,26,5,46820,1,11,6,3,5,1,3,7,0
1684,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,3,2,1,3,3,1,30,8,183000,0,14,7,6,6,0,2,6,0
1685,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,2,3,3,4,3,1,41,1,52570,1,14,10,2,10,0,8,7,0
1686,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,3,1,0,3,2,3,3,3,1,38,5,63490,0,11,20,3,19,1,9,6,0
1687,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,1,0,1,3,4,3,3,1,40,1,48690,4,12,14,2,11,11,1,7,0
1688,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,2,1,1,3,3,2,3,0,27,11,99850,1,14,3,3,3,1,2,7,0
1689,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5,3,1,4,3,2,3,3,2,55,23,36970,3,13,23,1,3,1,2,6,0
1690,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,2,2,3,4,3,4,3,1,28,1,74570,3,11,10,1,8,1,7,6,0
1691,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,2,0,2,3,1,3,3,1,44,18,21190,9,15,24,3,20,3,6,5,1
1692,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,3,4,3,3,1,33,23,39830,4,12,9,3,3,1,2,6,0
1693,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,3,3,3,3,2,33,1,62140,1,19,14,3,13,3,8,7,1
